movieId,title,genres,img,lang
15,Cutthroat Island (1995),Action|Adventure|Romance,https://s199.imacdn.com/vg/2021/09/26/c7cb9d12a855d330_de117b9b9dfa7b2c_72149163263796899674.jpg,Denmark
16,Casino (1995),Drama|Thriller,https://s199.imacdn.com/vg/2021/09/26/749006ece06d4ec9_81e14d1a189e733c_36879163263784649674.jpg,Armenia
17,Sense and Sensibility (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/09/24/e76d88fac7df262e_96f3927e5c088651_2674316324732933118684.jpg,Hindi
18,Four Rooms (1995),Thriller,https://s199.imacdn.com/vg/2021/09/22/6f3f5f608a61f1e4_d515f367c57d970a_55502163229880959674.jpg,England
19,Ace Ventura, When Nature Calls (1995),https://s199.imacdn.com/vg/2021/09/22/ee19d4780938ee49_78bd8f65add61012_35092163229863229674.jpg,Catalan
20,Money Train (1995),Action,https://s199.imacdn.com/vg/2021/10/05/1224968a55ea6c61_a89c0d3d4d4aa354_3802016334211536118684.jpg,Denmark
21,Get Shorty (1995),Action|Comedy|Drama,https://s199.imacdn.com/vg/2021/09/22/64d320d266a59354_13dc52fda46a36f6_50130163229734759674.jpg,Italy
22,Copycat (1995),Crime|Drama|Thriller,https://s199.imacdn.com/vg/2021/09/22/3d17925b283f6404_a8aaa45ee32069d4_64392163229725499674.jpg,Hindi
23,Assassins (1995),Thriller,https://s199.imacdn.com/vg/2021/10/06/f4407d090b8d01ae_ec30671a2670ffdd_6105516335330387118684.jpg,Hindi
24,Powder (1995),Drama|Sci-Fi,https://s199.imacdn.com/vg/2021/09/22/0ca083eaa0ef9fe6_d84b5151129a3580_41780163228918879674.jpg,Vietnam
25,Leaving Las Vegas (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/10/10/82bb4d581af066e9_c65ddb1d306e9364_3325616338430688118684.jpg,Bangla
26,Othello (1995),Drama,https://s199.imacdn.com/vg/2021/10/06/b165e25a04fab1e4_38ca87f1cdad98ac_3766216335221674118684.jpg,Thailand
27,Now and Then (1995),Drama,https://s199.imacdn.com/vg/2021/09/17/9394211d7a6d8913_90bd4ec1f0a658d6_21953163187527929674.jpg,French
28,Persuasion (1995),Romance,https://s199.imacdn.com/vg/2021/09/17/88c536824c4171bf_2f0a2990ca12abda_55985163187513259674.jpg,Laos
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,https://s199.imacdn.com/vg/2021/09/17/9023aff2a13b7789_f784f8a8253e4709_23614163187430659674.jpg,Khmer
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,https://s199.imacdn.com/vg/2021/09/17/115bfa4114d54ea1_5766bb307b2163a8_42276163187422749674.jpg,Korea
31,Dangerous Minds (1995),Drama,https://s199.imacdn.com/vg/2021/09/17/b5ab5761cf704bbc_bacb6ef431040407_40748163187414739674.jpg,Korea
32,Twelve Monkeys (1995),Drama|Sci-Fi,https://s199.imacdn.com/vg/2021/10/05/a05be2e94228fd2d_05b583ff6f263eaf_3650316333676626118684.jpg,Denmark
33,Wings of Courage (1995),Adventure|Romance,https://s199.imacdn.com/vg/2021/09/17/2f20bdbb47af068a_e44d96de811ac4af_62341163187388839674.jpg,Armenia
34,Babe (1995),Children's|Comedy|Drama,https://s199.imacdn.com/vg/2021/10/15/7037f1f6780cfcfe_be51a99d6de0214b_5319816342414797118684.jpg,Korea
35,Carrington (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/10/05/c969b385d6867596_ea41cf3fff8b0bb2_5200216333674502118684.jpg,Brazil
36,Dead Man Walking (1995),Drama,https://s199.imacdn.com/vg/2021/09/17/c1b02683a9562365_7090b26b1e0f736b_47948163186925789674.jpg,Khmer
37,Across the Sea of Time (1995),Documentary,https://s199.imacdn.com/vg/2021/10/09/31787ec15d1ea813_f3ea642312a92439_6624416337790236118684.jpg,Thailand
38,It Takes Two (1995),Comedy,https://s199.imacdn.com/vg/2021/10/04/5c0d76d73681f2ee_4be091af96565321_4168916332848862118684.jpg,Thailand
39,Clueless (1995),Comedy|Romance,https://s199.imacdn.com/vg/2021/10/10/127cc2ebd420216f_a9398adc90b7e232_6806816338006099118684.jpg,England
40,"Cry, the Beloved Country (1995)",Drama,https://s199.imacdn.com/vg/2021/10/09/5d4bdeb976858d7d_d84c29c01fb5e4ec_15870316337887825118684.jpg,Laos
41,Richard III (1995),Drama|War,https://s199.imacdn.com/vg/2021/10/09/0cc38cc7b23b976d_76495a64d15a5e1b_5527916337239585118684.jpg,Bangla
42,Dead Presidents (1995),Action|Crime|Drama,https://s199.imacdn.com/vg/2021/10/07/8db5f83c63062401_e91d139980dfacbb_5506516335891394118684.jpg,Vietnam
43,Restoration (1995),Drama,https://s199.imacdn.com/vg/2021/10/05/7c27d48b6b17bb4e_9bd8d90bbc5bffd4_4180416334505744118684.jpg,Denmark
44,Mortal Kombat (1995),Action|Adventure,https://s199.imacdn.com/vg/2021/10/04/d53c89b8f39b4c1b_4ed40d67d42766e2_5256616332825473118684.jpg,Armenia
45,To Die For (1995),Comedy|Drama,https://s199.imacdn.com/vg/2021/09/27/ff370c62b463c2ae_bf63c811b6a1cf1e_4286516327330599118684.jpg,China
46,How to Make an American Quilt (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/10/09/fda25884fa53e6c4_43fcda87d2045add_3043016337901156118684.jpg,Khmer
47,Seven (Se7en) (1995),Crime|Thriller,https://s199.imacdn.com/vg/2021/10/09/6905539bf9042220_da24a413e600b40a_3229016337240972118684.jpg,Korea
48,Pocahontas (1995),Animation|Children's|Musical|Romance,https://s199.imacdn.com/vg/2021/09/16/398ea7cc45acec9a_ad55de6489268736_61463163179043029674.jpg,Hindi
49,When Night Is Falling (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/09/02/1244b8699269d0b2_3563f7674778256f_3733416305807077118684.jpg,Denmark
50,"Usual Suspects, The (1995)",Crime|Thriller,https://s199.imacdn.com/vg/2021/09/02/9dc3c22b782f6065_83d9e6f4d698b106_45928163056331469674.jpg,Vietnam
51,Guardian Angel (1994),Action|Drama|Thriller,https://s199.imacdn.com/vg/2021/08/27/d10c26a1a61ab3be_bdd966edba0feaac_33616163006015799674.jpg,Vietnam
52,Mighty Aphrodite (1995),Comedy,https://s199.imacdn.com/vg/2021/08/27/666474cce6805afb_0c2b37feb55bdeda_44453163005920829674.jpg,Vietnam
53,Lamerica (1994),Drama,https://s199.imacdn.com/vg/2021/08/26/aa669f606746fe4d_d1e7fac2c7a122ec_67017162999372559674.jpg,Thailand
54,"Big Green, The (1995)",Children's|Comedy,https://s199.imacdn.com/vg/2021/08/21/9101d33e481b9431_a18f15464a7f98fa_62993162956261439674.jpg,Laos
55,Georgia (1995),Drama,https://s199.imacdn.com/vg/2021/08/13/6ed4d405a8098961_f6cd65681ad38c7f_27222162886534179674.jpg,England
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,https://s199.imacdn.com/vg/2021/08/17/edbfa744f4e2e996_83e3091879a9b380_5351816292106111185710.jpg,China
57,Home for the Holidays (1995),Drama,https://s199.imacdn.com/vg/2021/07/31/9cd93731ee2fe46f_020a043f14258250_62349162772306849674.jpg,Brazil
58,"Postino, Il (The Postman) (1994)",Drama|Romance,https://s199.imacdn.com/vg/2021/07/27/045c07672a58f5cb_341a7a987d5cb4a4_31650162736766819674.jpg,Laos
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,https://s199.imacdn.com/vg/2021/07/23/7d2e439f3e1d3f09_e6656ba9b166c62d_56910162704054179674.jpg,Vietnam
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,https://s199.imacdn.com/vg/2021/07/22/77df3bf04db8e0f7_6951ab7641520543_5631016269379313118684.jpg,Khmer
61,Eye for an Eye (1996),Drama|Thriller,https://s199.imacdn.com/vg/2021/07/21/5a9f93e160752e58_ab9e308812a1536e_40514162684413429674.jpg,China
62,Mr. Holland's Opus (1995),Drama,https://s199.imacdn.com/vg/2021/07/26/af47e1cc5c3b30b8_4a7c8d5c8beebb3b_2681116273074649118684.jpg,Hindi
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,https://s199.imacdn.com/vg/2021/07/19/a9a181f995616ad2_8dbb8d23eb80372b_39537162667696259674.jpg,Khmer
64,Two if by Sea (1996),Comedy|Romance,https://s199.imacdn.com/vg/2021/07/09/4d423f8e65043fd9_f19235326ac46d20_5115616258414054118684.jpg,Hindi
65,Bio-Dome (1996),Comedy,https://s199.imacdn.com/vg/2021/07/08/e27dd70e9f078b79_d55c1bae07413adb_3616216256997284118684.jpg,Bangla
66,Lawnmower Man 2, Beyond Cyberspace (1996),https://s199.imacdn.com/vg/2021/07/03/9ff6a5737428c7fe_69573515797fc3a2_2485916252951928118684.jpg,Khmer
67,Two Bits (1995),Drama,https://s199.imacdn.com/vg/2021/07/02/d29815fb0db61f94_bcfdeaad3b84119d_42850162521601459674.jpg,Thailand
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://s199.imacdn.com/vg/2021/07/01/ea3c7581839d91ec_6fbfba795b4255eb_6151716251325657118684.jpg,Italy
69,Friday (1995),Comedy,https://s199.imacdn.com/vg/2021/07/01/8387c394b165dcf1_70a2ac8b5013af91_14796716251321695118684.jpg,Italy
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,https://s199.imacdn.com/vg/2021/07/01/8abbe77401d04863_2df8c98079949d38_5037516251234859118684.jpg,Thailand
71,Fair Game (1995),Action,https://s199.imacdn.com/vg/2021/06/30/8b409b50093519ed_86f0ce89fc7c8d9a_3584516250530013118684.jpg,Vietnam
72,Kicking and Screaming (1995),Comedy|Drama,https://s199.imacdn.com/vg/2021/06/22/470b4330064fd009_8ef4ec969239f895_56197162437360569674.jpg,Bangla
73,"Mis̩rables, Les (1995)",Drama|Musical,https://s199.imacdn.com/vg/2021/06/21/97bbf1830df12245_6ff6bf9290d8faa1_34089162429174589674.jpg,Japan
74,Bed of Roses (1996),Drama|Romance,https://s199.imacdn.com/vg/2021/06/21/537bcff1ffeb6c4c_95cde6771aea3147_46837162429163449674.jpg,French
75,Big Bully (1996),Comedy|Drama,https://s199.imacdn.com/vg/2021/07/04/d1d861dd7fb0ca58_b7884e4059d7ebbc_4149216254049245118684.jpg,Armenia
76,Screamers (1995),Sci-Fi|Thriller,https://s199.imacdn.com/vg/2021/06/21/ff3ce2d3e4df0b95_bb30ec9670bde547_42411162429144559674.jpg,Khmer
77,Nico Icon (1995),Documentary,https://s199.imacdn.com/vg/2021/06/21/98d94e8242f9c57d_40788aead939a925_24495162429127859674.jpg,Catalan
78,"Crossing Guard, The (1995)",Drama,https://s199.imacdn.com/vg/2021/07/03/0ac22ce66076fb69_456a2ce69d5d174d_4846216253007821118684.jpg,Khmer
79,"Juror, The (1996)",Drama|Thriller,https://s199.imacdn.com/vg/2021/06/21/8017cecbb2b8406b_96074a15777739d2_49540162429089799674.jpg,Bangla
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,https://s199.imacdn.com/vg/2021/07/13/ad6bfc015485943a_76ba62eccf962588_15702016261152246118684.jpg,Brazil
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,https://s199.imacdn.com/vg/2021/07/06/869244ed62efd592_5eaf6222ab9fb90a_17545416255571672118684.jpg,Khmer
82,Antonia's Line (Antonia) (1995),Drama,https://s199.imacdn.com/vg/2021/06/21/759c1e879536eab1_c4b054012b53f665_45527162428939959674.jpg,French
83,Once Upon a Time... When We Were Colored (1995),Drama,https://s199.imacdn.com/vg/2021/06/30/e07256196dee6f1d_8a00890d5f487956_6369616250392829118684.jpg,Japan
84,Last Summer in the Hamptons (1995),Comedy|Drama,https://s199.imacdn.com/vg/2021/06/21/5f2628f5cc4d3343_a8efecffe8f61414_60326162426375319674.jpg,Catalan
85,Angels and Insects (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/07/04/a5170068324adfe7_4faaa8d61c4e3eef_5606816253324504118684.jpg,Brazil
86,White Squall (1996),Adventure|Drama,https://s199.imacdn.com/vg/2021/07/09/ffe66c72553d316c_3b65d6b93a92f2e2_5829416258273321118684.jpg,Laos
87,Dunston Checks In (1996),Children's|Comedy,https://s199.imacdn.com/vg/2021/07/01/ee90f1aa6b034b2b_a98a6c8d5c462288_12499616251494579118684.jpg,Denmark
88,Black Sheep (1996),Comedy,https://s199.imacdn.com/vg/2021/07/04/1dddf901feeb4e1a_a6016624dffcf8e7_3586016254007645118684.jpg,Hindi
89,Nick of Time (1995),Action|Thriller,https://s199.imacdn.com/vg/2021/07/07/f312884c6d5e7705_8637a3955963f715_5863016256684326118684.jpg,Catalan
90,"Journey of August King, The (1995)",Drama,https://s199.imacdn.com/vg/2021/07/07/b11df5a03a03eee8_d189c823541437a3_3975216256689796118684.jpg,Vietnam
91,Mary Reilly (1996),Drama|Thriller,https://s199.imacdn.com/vg/2021/07/06/2c9b020742ef649f_55688fd84a2dbc46_6439516255562696118684.jpg,England
92,Vampire in Brooklyn (1995),Comedy|Romance,https://s199.imacdn.com/vg/2021/07/08/0646384e30de82c6_3e3c4c3e990f1216_3893516257603961118684.jpg,Laos
93,Beautiful Girls (1996),Drama,https://s199.imacdn.com/vg/2021/07/01/148a63961797a247_93453593189335d5_3310616251522029118684.jpg,Denmark
94,Broken Arrow (1996),Action|Thriller,https://s199.imacdn.com/vg/2021/08/01/95f5aef5baff3686_e79628ad6db5dcd8_5382816278039543118684.jpg,England
95,In the Bleak Midwinter (1995),Comedy,https://s199.imacdn.com/vg/2021/06/20/799b2315a94cce29_bb5b238720eb2c5d_51173162418068889674.jpg,Japan
96,"Hate (Haine, La) (1995)",Drama,https://s199.imacdn.com/vg/2021/07/22/f9f2c4441a8dd580_78e47281598ef080_4860816269724718118684.jpg,French
97,Shopping (1994),Action|Thriller,https://s199.imacdn.com/vg/2021/06/28/613bb9d8c0c405c7_88deae269ec8958f_4241316248601701118684.jpg,French
98,Heidi Fleiss, Hollywood Madam (1995),https://s199.imacdn.com/vg/2021/07/04/5a8e896e8fd2c5f6_5cb89854162de40c_3830316253318737118684.jpg,Japan
99,City Hall (1996),Drama|Thriller,https://s199.imacdn.com/vg/2021/07/04/022daf1c48956786_bbff1dc214a0231b_4009916254010126118684.jpg,Korea
100,Bottle Rocket (1996),Comedy,https://s199.imacdn.com/vg/2021/06/20/b251abec10dde41a_f01bd9aeabe3bb69_21837162417155939674.jpg,Vietnam
101,Mr. Wrong (1996),Comedy,https://s199.imacdn.com/vg/2021/06/17/fdf294a1b26e0c29_125c4b95f3ace05b_5695916239197085118684.jpg,French
102,Unforgettable (1996),Thriller,https://s199.imacdn.com/vg/2021/06/20/f69596a7a667bedf_6053f20831adc188_29805162418043129674.jpg,Brazil
103,Happy Gilmore (1996),Comedy,https://s199.imacdn.com/vg/2021/07/03/66c3ca6487796d0b_b1b9ba3123e6e9d6_3527716253003841118684.jpg,China
104,"Bridges of Madison County, The (1995)",Drama|Romance,https://s199.imacdn.com/vg/2021/06/11/384914ba2b4e159f_f8ebef0479bba66b_3805116233956582118684.jpg,Laos
105,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://s199.imacdn.com/vg/2021/05/27/626b712f9084c74d_fa8c8e58eef114d9_3710616220997634118684.jpg,Bangla
106,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,https://s199.imacdn.com/vg/2021/05/22/200e6cb50bd038bc_911b7f32bf4263a0_45849162167029239674.jpg,Laos
107,Catwalk (1995),Documentary,https://s199.imacdn.com/vg/2021/05/15/0ef35d7d446e7a11_c93e695b4c9dec6c_40719162108493969674.jpg,Khmer
108,Headless Body in Topless Bar (1995),Comedy,https://s199.imacdn.com/vg/2021/07/24/4f3fe39a14d39642_e52520a029c75573_7488616271007801118684.jpg,Bangla
109,Braveheart (1995),Action|Drama|War,https://s199.imacdn.com/vg/2021/10/01/9d41259d3f61f4d0_b2f4b82e4163ae57_6939416330789959118684.jpg,Laos
110,Taxi Driver (1976),Drama|Thriller,https://s199.imacdn.com/vg/2021/05/02/ccf4763b79790043_5ba0e123eece13f0_42291161994970459674.jpg,Laos
111,Rumble in the Bronx (1995),Action|Adventure|Crime,https://s199.imacdn.com/vg/2021/05/01/9087e79d68ae3ba1_a4e01a889ee64f05_3353216198129152118684.jpg,Catalan
112,Before and After (1996),Drama|Mystery,https://s199.imacdn.com/vg/2021/04/29/2e8774635845bec7_e9cc53f136f1f778_4452516196805378118684.jpg,China
113,Margaret's Museum (1995),Drama,https://s199.imacdn.com/vg/2021/04/27/1507add0bc2ed0c2_11f5f39d14987b4c_6269016195099075118684.jpg,Khmer
114,Happiness Is in the Field (1995),Comedy,https://s199.imacdn.com/vg/2021/04/23/392ba4c32b53ab03_51e200d509261772_5380716191513943118684.jpg,England
115,Anne Frank Remembered (1995),Documentary,https://s199.imacdn.com/vg/2021/04/16/5a58d3418d6d7fc7_933eb5f8a07f988d_2962716185477033118684.jpg,Brazil
116,"Young Poisoner's Handbook, The (1995)",Crime,https://s199.imacdn.com/vg/2021/04/12/aa1540382a668225_9c17d8e63a5f4ceb_6014516182415292118684.jpg,Japan
117,If Lucy Fell (1996),Comedy|Romance,https://s199.imacdn.com/vg/2021/04/13/b1909b8236fef4f7_d1d1d3f41f5f6c05_2257516183102329118684.jpg,Korea
118,"Steal Big, Steal Little (1995)",Comedy,https://s199.imacdn.com/vg/2021/04/10/033dd4512c0ecd31_4c3f8c68c9b475cf_3682416180393331118684.jpg,Armenia
119,Race the Sun (1996),Drama,https://s199.imacdn.com/vg/2021/04/19/d4e5fdd4057e79dd_9c310aa3f6d37be0_6115716188176835118684.jpg,French
120,"Boys of St. Vincent, The (1993)",Drama,https://s199.imacdn.com/vg/2021/04/18/6ac20184f61ad97a_b8e4ff42b6e621c4_10138716187256478118684.jpg,Khmer
121,Boomerang (1992),Comedy|Romance,https://s199.imacdn.com/vg/2021/04/19/93ee8df1ea4db5dc_f9d4c6d011fd8abb_4630616188181142118684.jpg,Hindi
122,Chungking Express (1994),Drama|Mystery|Romance,https://s199.imacdn.com/vg/2021/03/31/14a20da4deb504a6_6ac349f2484b2fb0_3491916171765025118684.jpg,Italy
123,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,https://s199.imacdn.com/vg/2021/03/28/841b56f02e2e80ca_75d994b93c62017f_3805216169481361118684.jpg,Hindi
124,Flirting With Disaster (1996),Comedy,https://s199.imacdn.com/vg/2021/03/27/8e61eb1b36a4f32c_835711390fe9fce8_5458816168435134118684.jpg,Korea
125,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,https://s199.imacdn.com/vg/2021/03/26/ac7d1103c0c1ab03_1a830fd3870084c1_4613116166918665118684.jpg,England
126,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,https://s199.imacdn.com/vg/2021/04/08/d501940838373a44_cfb2a1c1d09ebd10_4885316178706746118684.jpg,China
127,Jupiter's Wife (1994),Documentary,https://s199.imacdn.com/vg/2021/03/25/de38cb5fa7746e86_a09f51888878ea88_5975016166649901118684.jpg,Japan
128,Pie in the Sky (1995),Comedy|Romance,https://s199.imacdn.com/vg/2021/03/17/3b46f633e060f5cf_8a4e22f2800808c4_25494161597413689674.jpg,Korea
129,Angela (1995),Drama,https://s199.imacdn.com/vg/2021/03/16/c0a2d25c978b6c69_5fe1ab9142c1164d_32602161588316129674.jpg,Laos
130,Frankie Starlight (1995),Drama|Romance,https://s199.imacdn.com/vg/2021/06/29/e1cf4a3bc6a6eda3_3cad98c256a489bd_3902116249693508118684.jpg,Vietnam
131,Jade (1995),Thriller,https://s199.imacdn.com/vg/2021/03/13/4d68ac6a88329f20_5b67540ba70516a1_54030161562835269674.jpg,Laos
132,Nueba Yol (1995),Comedy|Drama,https://s199.imacdn.com/vg/2021/04/08/ff842226dba5140d_00671a960b1e9b6f_4832016178771031118684.jpg,Armenia
133,Sonic Outlaws (1995),Documentary,https://s199.imacdn.com/vg/2021/10/22/52e580d0fdb2e3ce_8b57acea7ed48a91_19276016348915224118684.jpg,French
134,Down Periscope (1996),Comedy,https://s199.imacdn.com/vg/2021/04/19/c8408c5dbaedcdd5_28a754f2cca93b6c_4304416188145524118684.jpg,Brazil
135,From the Journals of Jean Seberg (1995),Documentary,https://s199.imacdn.com/vg/2021/04/08/025a663339e49a01_95118b29002b0874_4185616178773673118684.jpg,French
136,Man of the Year (1995),Documentary,https://s199.imacdn.com/vg/2021/06/24/03534527f992fb6c_876ef2015c674ee2_3380116245196389118684.jpg,Brazil
137,"Neon Bible, The (1995)",Drama,https://s199.imacdn.com/vg/2021/04/04/fd42076a94e83308_6e255014e79f4ba8_4668616175182744118684.jpg,Bangla
138,Target (1995),Action|Drama,https://s199.imacdn.com/vg/2021/03/31/4ed2c6ce8dc25e73_e62ec02580a8bcfe_12666116171737719118684.jpg,Laos
139,Up Close and Personal (1996),Drama|Romance,https://s199.imacdn.com/vg/2021/04/02/1ac33c023ea27438_48bd699896a7bdea_16843816173463243118684.jpg,Laos
140,"Birdcage, The (1996)",Comedy,https://s199.imacdn.com/vg/2021/04/18/4a67a139f1126c79_b37b9a096920548c_4021716187247153118684.jpg,Japan
141,Shadows (Cienie) (1988),Drama,https://s199.imacdn.com/vg/2021/03/13/84a45707c42b50ad_5c1af88057005460_45601161562516659674.jpg,Hindi
142,Gospa (1995),Drama,https://s199.imacdn.com/vg/2021/04/12/734d3cd23f8929a4_af462c08fb0dddfa_5817016182440742118684.jpg,Hindi
143,"Brothers McMullen, The (1995)",Comedy,https://s199.imacdn.com/vg/2021/04/12/b85a9c3cfb41da80_55829cffe773efe8_5391516181626612118684.jpg,Denmark
144,Bad Boys (1995),Action,https://s199.imacdn.com/vg/2021/03/30/75bc8d0d0ba6865f_932cf2878c31b523_10337216171188563118684.jpg,Denmark
145,"Amazing Panda Adventure, The (1995)",Adventure|Children's,https://s199.imacdn.com/vg/2021/04/02/835ea2f4647dc723_97daad7f76cbdc9d_4261516173566022118684.jpg,Armenia
146,"Basketball Diaries, The (1995)",Drama,https://s199.imacdn.com/vg/2021/03/13/6e5ac664128ec4ce_022e14d8bd95bf8a_44527161562350829674.jpg,Thailand
147,"Awfully Big Adventure, An (1995)",Drama,https://s199.imacdn.com/vg/2021/04/13/82a732bb5a0db200_de4fb93aa20ecd76_3330416182864235118684.jpg,Thailand
148,Amateur (1994),Crime|Drama|Thriller,https://s199.imacdn.com/vg/2021/08/16/5e6f25e882a6af88_93bffd925c03bbe7_44863162911725059674.jpg,Laos
149,Apollo 13 (1995),Drama,https://s199.imacdn.com/vg/2021/03/31/3f4f7503c8553294_96291a1f8c55e8b6_5652116171872657118684.jpg,Laos
150,Rob Roy (1995),Drama|Romance|War,https://s199.imacdn.com/vg/2021/04/20/becaf725464f5abf_43f762e9a7e89802_8322216189280342118684.jpg,Khmer
151,"Addiction, The (1995)",Horror,https://s199.imacdn.com/vg/2021/04/02/83baff0b3d460fc4_4f4becb9c53e2c2b_20353716173495182118684.jpg,China
152,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://s199.imacdn.com/vg/2021/03/30/c5f0f692c2d7334b_ff574f954cf0f186_4040416170841826118684.jpg,Japan
153,Belle de jour (1967),Drama,https://s199.imacdn.com/vg/2021/03/11/b31ba6b7ede2fdff_b0f37b11aa8c6da7_45977161547242399674.jpg,Vietnam
154,Beyond Rangoon (1995),Drama|War,https://s199.imacdn.com/vg/2021/03/10/4ffbb533c0ce3254_6ca247162c2c2289_3888016153948382580120.jpg,Japan
155,Blue in the Face (1995),Comedy,https://s199.imacdn.com/vg/2021/03/08/046a644dd50496e9_c0d79a4d606216d3_5834016152186362580120.jpg,England
156,Canadian Bacon (1994),Comedy|War,https://s199.imacdn.com/vg/2021/03/04/5524b2afad8b2b15_1356c1f43d2e0a0c_4644216148480469118684.jpg,Brazil
157,Casper (1995),Adventure|Children's,https://s199.imacdn.com/vg/2021/03/01/956d2bf3133884a9_01afcc7c94d85f9e_5586516145435823580120.jpg,Japan
158,Clockers (1995),Drama,https://s199.imacdn.com/vg/2021/02/26/a99c7e099f9450a1_04d42a7d4e73c7d2_6666316143119379118684.jpg,Japan
159,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://s199.imacdn.com/vg/2021/02/23/a1f0456b32f50bcd_087d618cb60f8786_58290161408963239674.jpg,England
160,Crimson Tide (1995),Drama|Thriller|War,https://s199.imacdn.com/vg/2021/02/16/a4bb15b330cbeb01_8a44462e5761e1d7_2768016134663714118684.jpg,Bangla
161,Crumb (1994),Documentary,https://s199.imacdn.com/vg/2021/06/03/4e4d4284ad93d5bd_d41b5c062689a26d_20897116227074708118684.jpg,Hindi
162,Desperado (1995),Action|Romance|Thriller,https://s199.imacdn.com/vg/2021/01/19/610086e3ad3486e0_8fbadc3a4cb511d9_5161316110458325118684.jpg,Hindi
163,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://s199.imacdn.com/vg/2021/01/15/4f28dea4231faf7c_00885923a3830a73_57319161070049449674.jpg,China
164,Die Hard, With a Vengeance (1995),https://s199.imacdn.com/vg/2021/01/14/ba3ac2276948cfa3_6748d447ed433825_3434816106230918118684.jpg,French
165,"Doom Generation, The (1995)",Comedy|Drama,https://s199.imacdn.com/vg/2021/01/16/6ef061de2b051899_e675bfaa41b5121d_5979216107747205118684.jpg,England
